time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20200922:0610,102.08,71,85,0,13.29,20.65,0.41,0
20200922:0710,240.65,179,140,0,23.59,20.57,0.48,0
20200922:0810,382.73,343.01,149,0,32.94,20.72,0.69,0
20200922:0910,369.45,172,300,0,40.58,21.54,1.52,0
20200922:1010,303.35,50,336,0,45.5,21.32,2.97,0
20200922:1110,300.62,45,340,0,46.7,21.36,1.93,0
20200922:1210,36.6,0,61,0,43.87,21.41,2.21,0
20200922:1310,201.55,13,250,0,37.68,21.64,2.21,0
20200922:1410,211.67,51,225,0,29.23,21.95,2.28,0
20200922:1510,24.38,0,45,0,19.41,22.48,3.17,0
20200922:1610,49.5,30,58,0,8.87,22.57,3.45,0
20200922:1710,0,0,0,0,0,22.85,3.17,0
20200922:1810,0,0,0,0,0,23.1,3.52,0
20200922:1910,0,0,0,0,0,23.05,3.79,0
20200922:2010,0,0,0,0,0,22.48,4,0
20200922:2110,0,0,0,0,0,22.55,4.07,0
20200922:2210,0,0,0,0,0,23.05,3.79,0
20200922:2310,0,0,0,0,0,22.73,2.83,0
20200923:0010,0,0,0,0,0,22.48,4.83,0
20200923:0110,0,0,0,0,0,22.05,5.52,0
20200923:0210,0,0,0,0,0,21.75,6.55,0
20200923:0310,0,0,0,0,0,21.5,7.03,0
20200923:0410,0,0,0,0,0,21.32,6.48,0
20200923:0510,0,0,0,0,0,21.12,5.59,0
20200923:0610,106.9,89,76,0,13.07,21.32,4.69,0
20200923:0710,266.55,245,104,0,23.36,21.59,4.55,0
20200923:0810,366.44,279,184,0,32.67,22.1,4,0
20200923:0910,350.58,137,309,0,40.27,22.77,3.17,0
20200923:1010,406.61,181,336,0,45.14,23.03,3.17,0
20200923:1110,114.87,0,159,0,46.3,23.75,3.45,0
20200923:1210,369.25,137,334,0,43.47,24.12,3.79,0
20200923:1310,61.09,0,93,0,37.3,24.38,3.66,0
20200923:1410,203.56,45,222,0,28.87,22.94,2.62,0
20200923:1510,74.52,2,107,0,19.07,22.35,3.59,0
20200923:1610,45.79,25,57,0,8.53,22.72,3.24,0
20200923:1710,0,0,0,0,0,22.99,2.83,0
20200923:1810,0,0,0,0,0,23.03,4.14,0
20200923:1910,0,0,0,0,0,22.86,5.45,0
20200923:2010,0,0,0,0,0,22.38,5.79,0
20200923:2110,0,0,0,0,0,22.15,6.14,0
20200923:2210,0,0,0,0,0,21.89,5.38,0
20200923:2310,0,0,0,0,0,21.57,2.69,0
20200924:0010,0,0,0,0,0,21.28,3.1,0
20200924:0110,0,0,0,0,0,21.19,4.41,0
20200924:0210,0,0,0,0,0,21.21,4.69,0
20200924:0310,0,0,0,0,0,21.22,4.41,0
20200924:0410,0,0,0,0,0,21.31,4.28,0
20200924:0510,0,0,0,0,0,21.31,4.41,0
20200924:0610,84.66,36,92,0,12.86,21.42,4.21,0
20200924:0710,254.54,215,120,0,23.13,21.84,3.66,0
20200924:0810,390.56,353.01,143,0,32.4,22.41,3.24,0
20200924:0910,392.73,215,285,0,39.95,23.11,2.9,0
20200924:1010,298.01,51,336,0,44.78,24.1,1.79,0
20200924:1110,503.02,424.01,236,0,45.91,24.56,0.97,0
20200924:1210,429.27,271,289,0,43.07,24.7,1.1,0
20200924:1310,330.99,142,283,0,36.92,24.48,3.24,0
20200924:1410,334.88,294,136,0,28.5,24.15,5.03,0
20200924:1510,186.32,151,107,0,18.72,23.99,6.14,0
20200924:1610,44.4,28,54,0,8.19,24.07,6.34,0
20200924:1710,0,0,0,0,0,23.96,6.21,0
20200924:1810,0,0,0,0,0,23.77,5.79,0
20200924:1910,0,0,0,0,0,23.6,5.52,0
20200924:2010,0,0,0,0,0,23.34,5.1,0
20200924:2110,0,0,0,0,0,23.25,5.1,0
20200924:2210,0,0,0,0,0,23.23,5.59,0
20200924:2310,0,0,0,0,0,23.14,4.83,0
20200925:0010,0,0,0,0,0,23.13,4.14,0
20200925:0110,0,0,0,0,0,23.04,4.97,0
20200925:0210,0,0,0,0,0,22.87,5.79,0
20200925:0310,0,0,0,0,0,23.03,5.38,0
20200925:0410,0,0,0,0,0,23.13,4.48,0
20200925:0510,0,0,0,0,0,23.15,3.52,0
20200925:0610,48.11,4,73,0,12.65,23.19,4.07,0
20200925:0710,135.52,19,165,0,22.89,23.44,5.72,0
20200925:0810,137.83,3,183,0,32.13,23.86,7.45,0
20200925:0910,360.79,153,302,0,39.64,24.38,7.24,0
20200925:1010,570.23,586.01,122,0,44.41,24.36,8.07,0
20200925:1110,521.91,409.01,240,0,45.52,24.94,9.38,0
20200925:1210,278.02,40,315,0,42.67,24.75,8.83,0
20200925:1310,79.05,0,115,0,36.54,24.33,7.45,0
20200925:1410,160.77,16,198,0,28.14,24.36,8.34,0
20200925:1510,111.52,22,134,0,18.37,23.38,7.24,0
20200925:1610,27.67,5,46,0,7.86,20.93,7.79,0
20200925:1710,0,0,0,0,0,20.11,8.34,0
20200925:1810,0,0,0,0,0,19.93,8.9,0
20200925:1910,0,0,0,0,0,19.13,8.69,0
20200925:2010,0,0,0,0,0,18.63,9.03,0
20200925:2110,0,0,0,0,0,18.38,10,0
20200925:2210,0,0,0,0,0,18.31,11.59,0
20200925:2310,0,0,0,0,0,18.03,9.86,0
20200926:0010,0,0,0,0,0,17.96,10.69,0
20200926:0110,0,0,0,0,0,17.61,11.59,0
20200926:0210,0,0,0,0,0,17.4,11.17,0
20200926:0310,0,0,0,0,0,17.25,11.59,0
20200926:0410,0,0,0,0,0,16.62,11.52,0
20200926:0510,0,0,0,0,0,15.95,11.59,0
20200926:0610,45.54,2,69,0,12.43,15.84,11.66,0
20200926:0710,130.15,13,158,0,22.66,16.11,12,0
20200926:0810,33.75,0,56,0,31.86,16.52,13.38,0
20200926:0910,34.5,0,57,0,39.32,16.73,12.69,0
20200926:1010,116.99,0,156,0,44.05,17.13,10.69,0
20200926:1110,76.77,0,109,0,45.12,17.67,9.59,0
20200926:1210,483.38,311.01,273,0,42.27,17.69,8.34,0
20200926:1310,431.98,309.01,216,0,36.15,17.45,6.97,0
20200926:1410,348.61,304.01,130,0,27.78,17.34,5.17,0
20200926:1510,118.08,25,136,0,18.03,17.45,3.17,0
20200926:1610,45.25,52,40,0,7.52,17.52,1.59,0
20200926:1710,0,0,0,0,0,17.53,1.38,0
20200926:1810,0,0,0,0,0,17.61,1.52,0
20200926:1910,0,0,0,0,0,17.73,2.41,0
20200926:2010,0,0,0,0,0,17.71,3.03,0
20200926:2110,0,0,0,0,0,17.47,4.28,0
20200926:2210,0,0,0,0,0,18.12,4.76,0
20200926:2310,0,0,0,0,0,17.92,3.38,0
20200927:0010,0,0,0,0,0,17.7,3.72,0
20200927:0110,0,0,0,0,0,17.53,3.1,0
20200927:0210,0,0,0,0,0,17.17,3.45,0
20200927:0310,0,0,0,0,0,17.09,3.17,0
20200927:0410,0,0,0,0,0,16.89,2.07,0
20200927:0510,0,0,0,0,0,16.43,1.52,0
20200927:0610,66.9,17,84,0,12.22,16.52,1.86,0
20200927:0710,113.97,8,146,0,22.42,16.85,2.07,0
20200927:0810,92.15,0,128,0,31.59,17.34,1.86,0
20200927:0910,88.76,0,124,0,39,17.45,1.86,0
20200927:1010,79.66,0,113,0,43.69,17.62,2.69,0
20200927:1110,83.91,0,118,0,44.73,17.64,3.45,0
20200927:1210,75.07,0,107,0,41.88,16.77,3.45,0
20200927:1310,39.22,0,63,0,35.77,16.22,3.59,0
20200927:1410,34.48,0,57,0,27.42,16.23,3.66,0
20200927:1510,25.16,0,45,0,17.68,16.41,2.28,0
20200927:1610,6.25,0,18,0,7.18,16.76,1.66,0
20200927:1710,0,0,0,0,0,17.61,3.72,0
20200927:1810,0,0,0,0,0,17.6,4.9,0
20200927:1910,0,0,0,0,0,17.13,6.34,0
20200927:2010,0,0,0,0,0,16.78,7.24,0
20200927:2110,0,0,0,0,0,16.65,7.52,0
20200927:2210,0,0,0,0,0,16.03,9.03,0
20200927:2310,0,0,0,0,0,15.81,9.72,0
20200928:0010,0,0,0,0,0,15.9,10.21,0
20200928:0110,0,0,0,0,0,15.82,10.21,0
20200928:0210,0,0,0,0,0,15.56,10.34,0
20200928:0310,0,0,0,0,0,15.4,10.28,0
20200928:0410,0,0,0,0,0,15.28,9.72,0
20200928:0510,0,0,0,0,0,15.3,9.31,0
20200928:0610,80.94,35,86,0,12,15.59,8.62,0
20200928:0710,216.41,116,160,0,22.18,15.9,7.93,0
20200928:0810,367.25,259,189,0,31.32,16.32,6.9,0
20200928:0910,288.57,55,302,0,38.68,17.15,6,0
20200928:1010,456.31,254,304,0,43.32,18.15,5.86,0
20200928:1110,404.68,154,345,0,44.33,18.64,5.24,0
20200928:1210,253.66,24,296,0,41.48,19.11,4.83,0
20200928:1310,323.67,126,279,0,35.39,19.38,3.93,0
20200928:1410,258.74,125,205,0,27.06,19.66,3.72,0
20200928:1510,173.16,140,101,0,17.34,19.71,3.24,0
20200928:1610,33.35,22,44,0,6.85,19.7,2.76,0
20200928:1710,0,0,0,0,0,19.36,2.97,0
20200928:1810,0,0,0,0,0,19.07,3.52,0
20200928:1910,0,0,0,0,0,18.78,4,0
20200928:2010,0,0,0,0,0,18.6,4.62,0
20200928:2110,0,0,0,0,0,18.56,4.97,0
20200928:2210,0,0,0,0,0,18.37,5.66,0
20200928:2310,0,0,0,0,0,18.19,5.1,0
20200929:0010,0,0,0,0,0,17.94,5.45,0
20200929:0110,0,0,0,0,0,17.6,5.72,0
20200929:0210,0,0,0,0,0,17.55,6.14,0
20200929:0310,0,0,0,0,0,17.45,6.41,0
20200929:0410,0,0,0,0,0,17.28,5.93,0
20200929:0510,0,0,0,0,0,17.23,5.31,0
20200929:0610,92.25,70,74,0,11.78,17.28,4.48,0
20200929:0710,252.21,219,109,0,21.94,17.66,4.14,0
20200929:0810,393.97,358.01,131,0,31.04,18.16,4.21,0
20200929:0910,449.6,333.01,222,0,38.36,18.59,4.14,0
20200929:1010,539.91,491.01,177,0,42.96,18.82,3.86,0
20200929:1110,535.76,458.01,206,0,43.94,18.98,3.79,0
20200929:1210,437.23,264,281,0,41.08,19.03,3.03,0
20200929:1310,404.6,299.01,207,0,35.01,19.07,2.76,0
20200929:1410,313.55,258,141,0,26.7,19.06,3.1,0
20200929:1510,170.87,144,95,0,16.99,19.04,2.97,0
20200929:1610,28.7,15,42,0,6.52,19.03,2.76,0
20200929:1710,0,0,0,0,0,19.01,2.41,0
20200929:1810,0,0,0,0,0,19.02,1.93,0
20200929:1910,0,0,0,0,0,18.99,1.86,0
20200929:2010,0,0,0,0,0,18.91,2.14,0
20200929:2110,0,0,0,0,0,18.86,2.55,0
20200929:2210,0,0,0,0,0,19,2.76,0
20200929:2310,0,0,0,0,0,18.82,2.83,0
20200930:0010,0,0,0,0,0,18.64,2.97,0
20200930:0110,0,0,0,0,0,18.44,2.62,0
20200930:0210,0,0,0,0,0,18.29,1.79,0
20200930:0310,0,0,0,0,0,18.17,1.24,0
20200930:0410,0,0,0,0,0,18.08,1.17,0
20200930:0510,0,0,0,0,0,17.98,1.03,0
20200930:0610,84.58,60,74,0,11.56,18.04,0.76,0
20200930:0710,241.38,220,102,0,21.7,18.39,0.41,0
20200930:0810,360.59,312.01,150,0,30.77,18.9,0.48,0
20200930:0910,429.66,342.01,209,0,38.04,19.24,0.28,0
20200930:1010,521.24,513.01,153,0,42.59,19.46,0.97,0
20200930:1110,490.87,384.01,238,0,43.54,19.63,1.59,0
20200930:1210,435.97,286.01,263,0,40.69,19.68,2.07,0
20200930:1310,389.83,281.01,208,0,34.63,19.63,2.76,0
20200930:1410,318.33,297.01,110,0,26.34,19.57,3.1,0
20200930:1510,163.19,141,90,0,16.65,19.63,2.76,0
20200930:1610,27.35,20,38,0,6.19,19.54,1.93,0
20200930:1710,0,0,0,0,0,19.46,1.59,0
20200930:1810,0,0,0,0,0,19.46,1.72,0
20200930:1910,0,0,0,0,0,19.44,1.93,0
20200930:2010,0,0,0,0,0,19.37,2.07,0
20200930:2110,0,0,0,0,0,19.3,2.07,0
20200930:2210,0,0,0,0,0,19.13,2.62,0
20200930:2310,0,0,0,0,0,18.91,2.28,0
20201001:0010,0,0,0,0,0,18.66,2.14,0
20201001:0110,0,0,0,0,0,18.52,2.14,0
20201001:0210,0,0,0,0,0,18.44,2.55,0
20201001:0310,0,0,0,0,0,18.42,3.03,0
20201001:0410,0,0,0,0,0,18.4,3.17,0
20201001:0510,0,0,0,0,0,18.37,3.45,0
20201001:0610,83.49,61,72,0,11.34,18.42,3.52,0
20201001:0710,226.38,171,127,0,21.45,18.96,3.38,0
20201001:0810,360.1,293.01,159,0,30.49,19.65,3.79,0
20201001:0910,380.85,203,273,0,37.72,20.32,3.93,0
20201001:1010,434.33,255,292,0,42.22,20.84,2.83,0
20201001:1110,432.01,249,302,0,43.15,21.45,1.72,0
20201001:1210,233.29,20,284,0,40.29,21.98,1.1,0
20201001:1310,136.79,1,185,0,34.25,22.38,0.69,0
20201001:1410,44.86,0,72,0,25.98,22.34,0.62,0
20201001:1510,134.19,74,117,0,16.31,21.91,1.79,0
20201001:1610,10.79,1,25,0,5.85,21.54,3.1,0
20201001:1710,0,0,0,0,0,21.18,3.79,0
20201001:1810,0,0,0,0,0,20.8,4.34,0
20201001:1910,0,0,0,0,0,20.52,4.76,0
20201001:2010,0,0,0,0,0,20.26,4.76,0
20201001:2110,0,0,0,0,0,20.09,4.55,0
20201001:2210,0,0,0,0,0,20.02,4.62,0
20201001:2310,0,0,0,0,0,19.76,4.34,0
20201002:0010,0,0,0,0,0,19.54,4.76,0
20201002:0110,0,0,0,0,0,19.32,4.62,0
20201002:0210,0,0,0,0,0,19.17,4.07,0
20201002:0310,0,0,0,0,0,19.06,3.93,0
20201002:0410,0,0,0,0,0,18.97,3.45,0
20201002:0510,0,0,0,0,0,18.79,3.38,0
20201002:0610,29.4,0,51,0,11.12,18.73,2.97,0
20201002:0710,166.86,59,163,0,21.21,19.19,2,0
20201002:0810,368.53,342.01,128,0,30.21,20.13,1.72,0
20201002:0910,428.36,326.01,212,0,37.4,20.72,3.03,0
20201002:1010,414.51,217,303,0,41.86,20.8,3.45,0
20201002:1110,255.37,23,302,0,42.76,21,4.69,0
20201002:1210,250.4,27,291,0,39.9,21.13,6.14,0
20201002:1310,142.17,2,187,0,33.87,21.11,7.17,0
20201002:1410,106.16,2,144,0,25.62,20.96,7.52,0
20201002:1510,56.57,1,85,0,15.97,20.9,7.38,0
20201002:1610,15.91,4,31.03,0,5.52,21.03,6.83,0
20201002:1710,0,0,0,0,0,21,5.86,0
20201002:1810,0,0,0,0,0,20.98,4.9,0
20201002:1910,0,0,0,0,0,20.9,4.07,0
20201002:2010,0,0,0,0,0,20.74,3.52,0
20201002:2110,0,0,0,0,0,20.43,3.38,0
20201002:2210,0,0,0,0,0,20.3,2.07,0
20201002:2310,0,0,0,0,0,20.21,1.86,0
20201003:0010,0,0,0,0,0,20.27,2.62,0
20201003:0110,0,0,0,0,0,20.41,2.76,0
20201003:0210,0,0,0,0,0,20.46,2.41,0
20201003:0310,0,0,0,0,0,20.53,2.55,0
20201003:0410,0,0,0,0,0,20.64,5.17,0
20201003:0510,0,0,0,0,0,20.96,6.21,0
20201003:0610,8.56,0,22,0,10.9,21.09,6.07,0
20201003:0710,35.91,0,60,0,20.96,21.52,6.28,0
20201003:0810,122.39,2,164,0,29.93,21.84,7.17,0
20201003:0910,58.69,0,89,0,37.07,22.33,7.93,0
20201003:1010,39.66,0,65,0,41.49,22.29,7.72,0
20201003:1110,381.6,152,321,0,42.37,21.71,8.48,0
20201003:1210,32.91,0,56,0,39.5,21.05,6.41,0
20201003:1310,51.61,0,80,0,33.49,21.69,6.48,0
20201003:1410,18.67,0,37,0,25.26,22.03,7.66,0
20201003:1510,71.12,6,99,0,15.63,21.78,6.34,0
20201003:1610,2.72,0,12,0,5.2,21.85,7.03,0
20201003:1710,0,0,0,0,0,21.77,6.48,0
20201003:1810,0,0,0,0,0,21.58,8,0
20201003:1910,0,0,0,0,0,21.27,8.34,0
20201003:2010,0,0,0,0,0,20.32,9.03,0
20201003:2110,0,0,0,0,0,19.84,8.55,0
20201003:2210,0,0,0,0,0,18.86,7.52,0
20201003:2310,0,0,0,0,0,18.56,7.72,0
20201004:0010,0,0,0,0,0,18.48,7.79,0
20201004:0110,0,0,0,0,0,18.38,8.69,0
20201004:0210,0,0,0,0,0,17.98,8.48,0
20201004:0310,0,0,0,0,0,17.68,6.69,0
20201004:0410,0,0,0,0,0,17.65,5.52,0
20201004:0510,0,0,0,0,0,17.75,4.41,0
20201004:0610,81.9,79,58,0,10.68,17.99,4.48,0
20201004:0710,247.54,254.01,73,0,20.72,18.63,6.41,0
20201004:0810,368.6,320.01,137,0,29.65,19.6,7.86,0
20201004:0910,471.73,427.01,151,0,36.75,20.5,7.93,0
20201004:1010,445.45,270.01,278,0,41.13,20.95,7.93,0
20201004:1110,349.67,103,334,0,41.98,21.52,6.55,0
20201004:1210,302.43,71,310,0,39.11,21.56,5.86,0
20201004:1310,361.71,235,219,0,33.12,21.59,5.1,0
20201004:1410,24.48,0,45,0,24.91,21.81,4.34,0
20201004:1510,50.56,1,78,0,15.29,21.85,3.66,0
20201004:1610,11.76,0,27,0,4.87,21.73,2.62,0
20201004:1710,0,0,0,0,0,21.19,2.21,0
20201004:1810,0,0,0,0,0,20.62,2.28,0
20201004:1910,0,0,0,0,0,20.35,2.62,0
20201004:2010,0,0,0,0,0,20.01,3.38,0
20201004:2110,0,0,0,0,0,19.75,3.45,0
20201004:2210,0,0,0,0,0,19.69,4.28,0
20201004:2310,0,0,0,0,0,19.65,4.62,0
20201005:0010,0,0,0,0,0,19.49,3.03,0
20201005:0110,0,0,0,0,0,19.54,1.52,0
20201005:0210,0,0,0,0,0,19.54,1.1,0
20201005:0310,0,0,0,0,0,19.37,1.38,0
20201005:0410,0,0,0,0,0,19.29,2.34,0
20201005:0510,0,0,0,0,0,19.24,2.76,0
20201005:0610,77.6,71,60,0,10.45,19.25,3.03,0
20201005:0710,211.41,154,127,0,20.47,19.38,3.72,0
20201005:0810,364.95,325.01,132,0,29.36,19.23,4.48,0
20201005:0910,466.66,425.01,150,0,36.42,19.44,5.24,0
20201005:1010,542.21,553.01,116,0,40.76,19.81,4.9,0
20201005:1110,474.48,337.01,252,0,41.59,20.51,4.76,0
20201005:1210,423.56,272.01,257,0,38.72,21.11,4.41,0
20201005:1310,407.68,374.01,141,0,32.74,21.48,3.31,0
20201005:1410,150.04,20,181,0,24.56,21.67,2.41,0
20201005:1510,50.57,1,78,0,14.96,21.65,3.03,0
20201005:1610,0,0,4,0,4.55,21.48,3.45,0
20201005:1710,0,0,0,0,0,21.08,3.31,0
20201005:1810,0,0,0,0,0,20.45,3.24,0
20201005:1910,0,0,0,0,0,20.02,3.86,0
20201005:2010,0,0,0,0,0,19.5,4.41,0
20201005:2110,0,0,0,0,0,19.09,4.83,0
20201005:2210,0,0,0,0,0,19.21,4.62,0
20201005:2310,0,0,0,0,0,18.66,3.72,0
20201006:0010,0,0,0,0,0,18.25,5.03,0
20201006:0110,0,0,0,0,0,17.97,5.86,0
20201006:0210,0,0,0,0,0,17.81,6.48,0
20201006:0310,0,0,0,0,0,17.63,6.28,0
20201006:0410,0,0,0,0,0,17.53,5.66,0
20201006:0510,0,0,0,0,0,17.42,5.45,0
20201006:0610,75.53,71,57,0,10.23,17.37,5.17,0
20201006:0710,234.54,228.01,83,0,20.22,17.7,4.9,0
20201006:0810,356.25,305.01,139,0,29.08,18.24,4.76,0
20201006:0910,458.26,416.01,150,0,36.1,19.02,4.41,0
20201006:1010,465.97,345.01,234,0,40.39,19.89,4,0
20201006:1110,435.77,263.01,281,0,41.2,20.62,4,0
20201006:1210,268.79,47,296,0,38.33,21.39,3.38,0
20201006:1310,245.63,58,258,0,32.37,21.84,3.1,0
20201006:1410,246.66,159,164,0,24.2,21.94,2.83,0
20201006:1510,82.45,16,105,0,14.62,21.87,2.76,0
20201006:1610,7.91,0,21,0,4.22,21.4,3.1,0
20201006:1710,0,0,0,0,0,20.94,3.86,0
20201006:1810,0,0,0,0,0,20.45,4.07,0
20201006:1910,0,0,0,0,0,20.03,4.21,0
20201006:2010,0,0,0,0,0,19.77,4.41,0
20201006:2110,0,0,0,0,0,19.75,4.76,0
20201006:2210,0,0,0,0,0,19.54,4.69,0
20201006:2310,0,0,0,0,0,19.6,5.1,0
20201007:0010,0,0,0,0,0,19.12,5.17,0
20201007:0110,0,0,0,0,0,18.23,4.97,0
20201007:0210,0,0,0,0,0,17.94,4.62,0
20201007:0310,0,0,0,0,0,18.19,4.55,0
20201007:0410,0,0,0,0,0,18.58,4.55,0
20201007:0510,0,0,0,0,0,18.84,3.72,0
20201007:0610,37.73,4,59,0,10,18.86,2.41,0
20201007:0710,123.61,21,147,0,19.97,18.78,1.93,0
20201007:0810,324.14,228,178,0,28.79,18.25,4.07,0
20201007:0910,123.13,0,164,0,35.77,17.53,6,0
20201007:1010,459.38,314.01,247,0,40.03,17.61,5.31,0
20201007:1110,452.49,286.01,268,0,40.81,17.98,5.24,0
20201007:1210,449.99,329.01,220,0,37.94,17.87,5.93,0
20201007:1310,323.74,160,239,0,32,18.25,7.93,0
20201007:1410,193.43,60,189,0,23.85,18.53,7.17,0
20201007:1510,92.53,27,106,0,14.29,18.62,5.93,0
20201007:1610,1.78,0,10,0,3.9,18.82,6,0
20201007:1710,0,0,0,0,0,18.87,5.52,0
20201007:1810,0,0,0,0,0,18.86,5.52,0
20201007:1910,0,0,0,0,0,18.71,4.76,0
20201007:2010,0,0,0,0,0,18.63,3.72,0
20201007:2110,0,0,0,0,0,18.62,2.69,0
20201007:2210,0,0,0,0,0,18.2,1.1,0
20201007:2310,0,0,0,0,0,18.18,1.31,0
20201008:0010,0,0,0,0,0,18.05,2.34,0
20201008:0110,0,0,0,0,0,17.79,3.03,0
20201008:0210,0,0,0,0,0,17.48,2.9,0
20201008:0310,0,0,0,0,0,17.2,2.28,0
20201008:0410,0,0,0,0,0,17,1.86,0
20201008:0510,0,0,0,0,0,16.75,1.66,0
20201008:0610,72.15,80,48,0,9.77,16.62,1.52,0
20201008:0710,222.87,214.01,86,0,19.72,16.9,1.31,0
20201008:0810,353.19,330.01,119,0,28.51,17.78,1.31,0
20201008:0910,427.93,366.01,174,0,35.45,18.44,1.31,0
20201008:1010,506.45,495.01,141,0,39.66,19.21,2.21,0
20201008:1110,444.49,291.01,263,0,40.42,19.37,3.24,0
20201008:1210,468.42,414.01,169,0,37.56,19.49,3.45,0
20201008:1310,410.81,407.01,108,0,31.63,19.61,3.38,0
20201008:1410,288.91,291.01,85,0,23.51,19.66,3.38,0
20201008:1510,130.37,127,70,0,13.96,19.63,3.03,0
20201008:1610,7.37,0,20,0,3.59,19.53,2.28,0
20201008:1710,0,0,0,0,0,19.38,1.52,0
20201008:1810,0,0,0,0,0,19.26,1.17,0
20201008:1910,0,0,0,0,0,19.14,0.76,0
20201008:2010,0,0,0,0,0,18.98,0.97,0
20201008:2110,0,0,0,0,0,18.75,1.72,0
20201008:2210,0,0,0,0,0,18.22,2.69,0
20201008:2310,0,0,0,0,0,17.98,2.48,0
20201009:0010,0,0,0,0,0,17.76,2.48,0
20201009:0110,0,0,0,0,0,17.61,2.41,0
20201009:0210,0,0,0,0,0,17.46,2.28,0
20201009:0310,0,0,0,0,0,17.33,2,0
20201009:0410,0,0,0,0,0,17.28,2.14,0
20201009:0510,0,0,0,0,0,17.23,2.14,0
20201009:0610,63.96,48,61,0,9.54,17.23,1.66,0
20201009:0710,203.34,163,112,0,19.46,17.95,0.9,0
20201009:0810,309.17,220,178,0,28.22,18.84,0.48,0
20201009:0910,423.48,372.01,169,0,35.12,19.57,0.76,0
20201009:1010,458.3,369.01,214,0,39.3,19.69,1.17,0
20201009:1110,452.83,339.01,237,0,40.04,19.86,1.24,0
20201009:1210,443.34,375.01,189,0,37.17,19.94,1.24,0
20201009:1310,389.35,361.01,134,0,31.26,19.99,1.79,0
20201009:1410,271.66,248.01,108,0,23.16,19.94,2.41,0
20201009:1510,126.5,124,69,0,13.64,19.8,2.97,0
20201009:1610,5.55,0,17,0,3.27,19.61,2.97,0
20201009:1710,0,0,0,0,0,19.42,2.76,0
20201009:1810,0,0,0,0,0,19.3,2.14,0
20201009:1910,0,0,0,0,0,19.12,1.17,0
20201009:2010,0,0,0,0,0,18.91,0.69,0
20201009:2110,0,0,0,0,0,18.7,0.83,0
20201009:2210,0,0,0,0,0,18.36,1.1,0
20201009:2310,0,0,0,0,0,18.12,1.1,0
20201010:0010,0,0,0,0,0,17.88,1.38,0
20201010:0110,0,0,0,0,0,17.73,1.66,0
20201010:0210,0,0,0,0,0,17.71,2.07,0
20201010:0310,0,0,0,0,0,17.63,2.28,0
20201010:0410,0,0,0,0,0,17.45,2.28,0
20201010:0510,0,0,0,0,0,17.16,2.55,0
20201010:0610,61.61,53,55,0,9.31,17.03,2.69,0
20201010:0710,205.61,179,98,0,19.21,17.44,2.62,0
20201010:0810,339.1,303.01,126,0,27.93,18.43,2.69,0
20201010:0910,437.67,409.01,138,0,34.79,19.3,2.9,0
20201010:1010,483.5,442.01,162,0,38.94,19.32,2.76,0
20201010:1110,441.58,314.01,241,0,39.65,19.56,2.21,0
20201010:1210,393.65,251.01,245,0,36.79,19.57,2,0
20201010:1310,259.08,84,246,0,30.9,19.34,2.28,0
20201010:1410,265.42,245.01,102,0,22.82,19.13,2.83,0
20201010:1510,117.32,106,73,0,13.31,19.04,3.17,0
20201010:1610,4.4,0,15,0,2.96,19.08,3.45,0
20201010:1710,0,0,0,0,0,19.16,3.79,0
20201010:1810,0,0,0,0,0,19.28,4.34,0
20201010:1910,0,0,0,0,0,19.2,4.69,0
20201010:2010,0,0,0,0,0,19.06,4.48,0
20201010:2110,0,0,0,0,0,18.84,4.14,0
20201010:2210,0,0,0,0,0,18.76,4.34,0
20201010:2310,0,0,0,0,0,18.56,3.72,0
20201011:0010,0,0,0,0,0,18.36,3.31,0
20201011:0110,0,0,0,0,0,18.2,2.28,0
20201011:0210,0,0,0,0,0,17.97,1.66,0
20201011:0310,0,0,0,0,0,17.92,1.86,0
20201011:0410,0,0,0,0,0,17.94,2.21,0
20201011:0510,0,0,0,0,0,17.99,2.83,0
20201011:0610,46.95,18,61,0,9.08,17.59,3.72,0
20201011:0710,145.71,51,144,0,18.96,17.36,4.41,0
20201011:0810,111.66,1,150,0,27.65,17.99,4.83,0
20201011:0910,253.19,50,269,0,34.46,18.86,4.69,0
20201011:1010,259.88,40,292,0,38.57,19.89,1.93,0
20201011:1110,47.65,0,75,0,39.27,20.27,0.07,0
20201011:1210,0,0,0,0,0,20.52,1.17,0
20201011:1310,36.9,0,61,0,30.54,19.53,0.9,0
20201011:1410,13.94,0,30,0,22.48,19.38,0.34,0
20201011:1510,102.86,73,84,0,12.99,19.55,0.97,0
20201011:1610,0.08,0,6,0,2.65,19.39,1.66,0
20201011:1710,0,0,0,0,0,18.63,1.31,0
20201011:1810,0,0,0,0,0,17.66,1.93,0
20201011:1910,0,0,0,0,0,16.5,2.97,0
20201011:2010,0,0,0,0,0,15.69,3.66,0
20201011:2110,0,0,0,0,0,14.94,4.55,0
20201011:2210,0,0,0,0,0,15.5,5.52,0
20201011:2310,0,0,0,0,0,15.1,6.48,0
20201012:0010,0,0,0,0,0,14.88,7.72,0
20201012:0110,0,0,0,0,0,14.65,8.69,0
20201012:0210,0,0,0,0,0,14.32,7.52,0
20201012:0310,0,0,0,0,0,14.07,5.45,0
20201012:0410,0,0,0,0,0,13.93,3.59,0
20201012:0510,0,0,0,0,0,13.97,3.38,0
20201012:0610,52.74,32,58,0,8.85,14.05,3.24,0
