time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20200403:0810,494.01,472.01,121,0,35.12,9.39,2.21,0
20200403:0910,610.27,605.01,130,0,43.58,9.85,2.41,0
20200403:1010,662.14,642.01,165,0,49.54,10.34,2.14,0
20200403:1110,659.15,585.01,219,0,51.7,10.62,2.28,0
20200403:1210,623.38,530.01,231,0,49.44,10.81,2,0
20200403:1310,592.25,580.01,143,0,43.4,10.92,1.66,0
20200403:1410,490.15,484.01,110,0,34.9,10.96,2,0
20200403:1510,321.08,281,118,0,24.99,10.94,1.93,0
20200403:1610,145.72,130,78,0,14.38,10.92,1.79,0
20200403:1710,6.64,2,17.57,0,3.54,10.88,2.21,0
20200403:1810,0,0,0,0,0,10.88,2.62,0
20200403:1910,0,0,0,0,0,10.82,2.34,0
20200403:2010,0,0,0,0,0,10.71,2.21,0
20200403:2110,0,0,0,0,0,10.57,2.41,0
20200403:2210,0,0,0,0,0,10.33,2.69,0
20200403:2310,0,0,0,0,0,10.17,3.1,0
20200404:0010,0,0,0,0,0,10.19,4.07,0
20200404:0110,0,0,0,0,0,10.4,4.83,0
20200404:0210,0,0,0,0,0,10.7,5.31,0
20200404:0310,0,0,0,0,0,11.02,5.17,0
20200404:0410,0,0,0,0,0,11.34,4.62,0
20200404:0510,8.37,0,21,0,4.12,11.68,4.41,0
20200404:0610,156.51,134,85,0,14.96,12.1,5.17,0
20200404:0710,338.26,298,117,0,25.57,12.76,6.28,0
20200404:0810,488.92,428.01,153,0,35.47,13.11,7.17,0
20200404:0910,617.76,579.01,151,0,43.95,13.06,7.59,0
20200404:1010,690.17,661.01,157,0,49.93,13.11,7.52,0
20200404:1110,731.66,755.01,115,0,52.09,13.01,7.03,0
20200404:1210,684.58,659.01,156,0,49.78,13.07,6.55,0
20200404:1310,624.71,619.01,121,0,43.69,13.18,7.03,0
20200404:1410,511.69,513.01,95,0,35.15,13.3,7.24,0
20200404:1510,336.88,313,102,0,25.21,13.46,6.97,0
20200404:1610,152.95,149,70,0,14.59,13.32,6.97,0
20200404:1710,7.31,3,18.36,0,3.75,13,7.17,0
20200404:1810,0,0,0,0,0,12.8,6.97,0
20200404:1910,0,0,0,0,0,13,6.97,0
20200404:2010,0,0,0,0,0,13.37,7.03,0
20200404:2110,0,0,0,0,0,13.53,6.69,0
20200404:2210,0,0,0,0,0,13.25,6.55,0
20200404:2310,0,0,0,0,0,13.04,6.07,0
20200405:0010,0,0,0,0,0,12.87,5.45,0
20200405:0110,0,0,0,0,0,12.73,6.21,0
20200405:0210,0,0,0,0,0,12.63,7.1,0
20200405:0310,0,0,0,0,0,12.57,7.45,0
20200405:0410,0,0,0,0,0,12.47,7.66,0
20200405:0510,10.06,3,22.35,0,4.43,12.37,7.79,0
20200405:0610,163.92,153,76,0,15.28,12.48,7.86,0
20200405:0710,346.26,314,108,0,25.89,12.6,8.07,0
20200405:0810,509.6,484.01,118,0,35.81,12.63,7.86,0
20200405:0910,620.89,586.01,145,0,44.32,12.67,7.93,0
20200405:1010,691.13,656.01,158,0,50.31,12.8,8.55,0
20200405:1110,682.66,585.01,221,0,52.47,12.98,8.55,0
20200405:1210,644.79,530.01,233,0,50.12,13.21,8,0
20200405:1310,605.37,559.01,158,0,43.98,13.51,7.45,0
20200405:1410,478.76,418.01,153,0,35.39,13.69,6.9,0
20200405:1510,320.91,267,129,0,25.43,13.79,6.34,0
20200405:1610,146.44,120,87,0,14.8,13.78,5.66,0
20200405:1710,7.84,2,19.58,0,3.95,13.78,4.97,0
20200405:1810,0,0,0,0,0,13.82,4.83,0
20200405:1910,0,0,0,0,0,14.02,4.97,0
20200405:2010,0,0,0,0,0,14.2,4.97,0
20200405:2110,0,0,0,0,0,14.14,5.03,0
20200405:2210,0,0,0,0,0,13.97,5.31,0
20200405:2310,0,0,0,0,0,13.8,4.48,0
20200406:0010,0,0,0,0,0,13.56,3.38,0
20200406:0110,0,0,0,0,0,13.27,1.86,0
20200406:0210,0,0,0,0,0,12.89,1.03,0
20200406:0310,0,0,0,0,0,13.17,1.1,0
20200406:0410,0,0,0,0,0,12.29,0.97,0
20200406:0510,12.02,2,25.54,0,4.75,11.76,1.72,0
20200406:0610,165.22,147,83,0,15.59,11.92,2.48,0
20200406:0710,343.17,308,116,0,26.22,12.44,3.1,0
20200406:0810,494.42,456.01,140,0,36.15,12.91,3.72,0
20200406:0910,609.05,581.01,152,0,44.68,13.17,4.28,0
20200406:1010,676.27,638.01,174,0,50.7,13.45,5.45,0
20200406:1110,673.16,590.01,221,0,52.85,13.6,5.24,0
20200406:1210,621.3,493.01,258,0,50.46,13.75,4.55,0
20200406:1310,594.04,553.01,165,0,44.27,13.82,4.07,0
20200406:1410,490.95,472.01,123,0,35.64,13.81,3.59,0
20200406:1510,326.19,287,120,0,25.65,13.69,2.9,0
20200406:1610,152.27,133,83,0,15,13.45,2.48,0
20200406:1710,9.18,2,21.56,0,4.16,13.03,2.14,0
20200406:1810,0,0,0,0,0,12.77,2.07,0
20200406:1910,0,0,0,0,0,12.58,2.21,0
20200406:2010,0,0,0,0,0,12.33,2.21,0
20200406:2110,0,0,0,0,0,12.08,2.21,0
20200406:2210,0,0,0,0,0,12.3,2.83,0
20200406:2310,0,0,0,0,0,12.03,3.93,0
20200407:0010,0,0,0,0,0,11.93,4.48,0
20200407:0110,0,0,0,0,0,11.91,4.62,0
20200407:0210,0,0,0,0,0,11.93,4.69,0
20200407:0310,0,0,0,0,0,11.94,4.69,0
20200407:0410,0,0,0,0,0,11.9,4.34,0
20200407:0510,14.46,4,28.04,0,5.06,11.88,4.21,0
20200407:0610,178.79,176,72,0,15.91,12.21,4.21,0
20200407:0710,368.26,363,89,0,26.54,12.67,4.55,0
20200407:0810,526.67,536.01,97,0,36.49,13.02,4.28,0
20200407:0910,638.94,668.01,105,0,45.05,13.2,3.79,0
20200407:1010,714.61,773.01,95,0,51.08,13.65,4.28,0
20200407:1110,717.53,747.01,132,0,53.22,13.67,3.59,0
20200407:1210,680.29,688.01,149,0,50.79,13.71,2.9,0
20200407:1310,626.32,671.01,97,0,44.56,13.75,2.62,0
20200407:1410,510.22,530.01,93,0,35.88,13.74,2.62,0
20200407:1510,347.5,339,95,0,25.87,13.65,2.62,0
20200407:1610,163.11,160,72,0,15.21,13.48,2.55,0
20200407:1710,10.76,4,23.08,0,4.36,13.21,2.62,0
20200407:1810,0,0,0,0,0,12.89,2.9,0
20200407:1910,0,0,0,0,0,12.69,3.1,0
20200407:2010,0,0,0,0,0,12.51,3.1,0
20200407:2110,0,0,0,0,0,12.27,3.31,0
20200407:2210,0,0,0,0,0,12.53,3.45,0
20200407:2310,0,0,0,0,0,12.29,4,0
20200408:0010,0,0,0,0,0,12.2,4.76,0
20200408:0110,0,0,0,0,0,12.17,5.17,0
20200408:0210,0,0,0,0,0,12.17,5.31,0
20200408:0310,0,0,0,0,0,12.16,5.24,0
20200408:0410,0,0,0,0,0,12.11,5.1,0
20200408:0510,16.64,4,31,0,5.37,12.09,4.83,0
20200408:0610,181.16,163,85,0,16.22,12.35,4.62,0
20200408:0710,361.84,320,123,0,26.86,12.77,4.76,0
20200408:0810,513.07,466.01,150,0,36.83,13.13,4.62,0
20200408:0910,617.81,567.01,178,0,45.41,13.34,4.34,0
20200408:1010,673.29,618.01,204,0,51.46,13.75,3.72,0
20200408:1110,654.53,528.01,274,0,53.6,13.85,3.45,0
20200408:1210,639.34,526.01,255,0,51.13,13.92,3.59,0
20200408:1310,612.67,580.01,164,0,44.84,13.87,3.72,0
20200408:1410,488.45,428,164,0,36.12,13.71,3.59,0
20200408:1510,339.94,295,127,0,26.08,13.53,3.24,0
20200408:1610,160.82,136,89,0,15.41,13.29,2.69,0
20200408:1710,14.32,21,20.97,0,4.57,12.98,2.21,0
20200408:1810,0,0,0,0,0,12.72,1.93,0
20200408:1910,0,0,0,0,0,12.42,1.79,0
20200408:2010,0,0,0,0,0,12.05,1.86,0
20200408:2110,0,0,0,0,0,11.78,2.21,0
20200408:2210,0,0,0,0,0,11.52,3.31,0
20200408:2310,0,0,0,0,0,11.39,3.72,0
20200409:0010,0,0,0,0,0,11.38,3.86,0
20200409:0110,0,0,0,0,0,11.46,4.07,0
20200409:0210,0,0,0,0,0,11.49,4.21,0
20200409:0310,0,0,0,0,0,11.52,4.28,0
20200409:0410,0,0,0,0,0,11.56,4.34,0
20200409:0510,17.31,3,32.27,0,5.68,11.63,4.48,0
20200409:0610,182.03,155,92,0,16.53,12.2,4.55,0
20200409:0710,359.64,309,131,0,27.18,12.92,4.76,0
20200409:0810,513.51,466.01,151,0,37.17,13.53,4.76,0
20200409:0910,621.65,577.01,173,0,45.77,13.86,4.62,0
20200409:1010,686.24,653.01,182,0,51.84,14.48,4.55,0
20200409:1110,694.6,640.01,208,0,53.97,14.59,4.41,0
20200409:1210,647,546.01,243,0,51.46,14.64,4.21,0
20200409:1310,608.54,567.01,172,0,45.12,14.61,4.14,0
20200409:1410,500.49,470.01,138,0,36.36,14.48,3.72,0
20200409:1510,337.16,289,131,0,26.3,14.33,3.1,0
20200409:1610,163.3,142,87,0,15.62,14.05,2.41,0
20200409:1710,15.66,20,23.06,0,4.77,13.55,1.52,0
20200409:1810,0,0,0,0,0,13.52,0.55,0
20200409:1910,0,0,0,0,0,13.09,1.31,0
20200409:2010,0,0,0,0,0,12.86,2.55,0
20200409:2110,0,0,0,0,0,12.37,2.69,0
20200409:2210,0,0,0,0,0,12.22,2.48,0
20200409:2310,0,0,0,0,0,12.19,2.07,0
20200410:0010,0,0,0,0,0,12.2,2.07,0
20200410:0110,0,0,0,0,0,12.24,2.41,0
20200410:0210,0,0,0,0,0,12.34,2.76,0
20200410:0310,0,0,0,0,0,12.38,3.31,0
20200410:0410,0,0,0,0,0,12.53,4.14,0
20200410:0510,32.28,34,36,0,5.99,12.7,4.69,0
20200410:0610,191.79,178,83,0,16.83,13.21,4.76,0
20200410:0710,372.24,344,113,0,27.49,13.97,4.83,0
20200410:0810,531.62,525.01,116,0,37.5,14.54,4.9,0
20200410:0910,653.39,685.01,105,0,46.12,14.87,5.03,0
20200410:1010,710.45,735.01,131,0,52.22,15.16,4.83,0
20200410:1110,712.43,694.01,177,0,54.34,15.19,4.69,0
20200410:1210,685.91,663.01,174,0,51.79,15.22,4.62,0
20200410:1310,634.25,649.01,121,0,45.4,15.24,4.62,0
20200410:1410,503.42,472.01,139,0,36.6,15.22,4.41,0
20200410:1510,346.11,308,122,0,26.51,15.07,4.28,0
20200410:1610,165.71,141,90,0,15.82,14.77,4,0
20200410:1710,16.84,22,23.6,0,4.97,14.33,3.45,0
20200410:1810,0,0,0,0,0,13.98,2.97,0
20200410:1910,0,0,0,0,0,13.85,2.62,0
20200410:2010,0,0,0,0,0,13.61,2.76,0
20200410:2110,0,0,0,0,0,13.35,2.76,0
20200410:2210,0,0,0,0,0,13.59,3.03,0
20200410:2310,0,0,0,0,0,13.2,2.69,0
20200411:0010,0,0,0,0,0,12.88,2.62,0
20200411:0110,0,0,0,0,0,12.64,2.62,0
20200411:0210,0,0,0,0,0,12.51,2.76,0
20200411:0310,0,0,0,0,0,12.41,2.97,0
20200411:0410,0,0,0,0,0,12.38,2.97,0
20200411:0510,34.8,35,38,0,6.29,12.35,3.03,0
20200411:0610,189.83,164,93,0,17.14,12.96,2.97,0
20200411:0710,355.06,296,143,0,27.8,13.93,2.97,0
20200411:0810,497.16,434,174,0,37.83,14.73,2.9,0
20200411:0910,590.29,517.01,212,0,46.48,15.28,2.62,0
20200411:1010,634.47,541.01,251,0,52.59,16.12,2.55,0
20200411:1110,651.33,549.01,263,0,54.71,16.37,2.97,0
20200411:1210,634.53,535.01,251,0,52.12,16.28,3.31,0
20200411:1310,614.43,601.01,152,0,45.67,16.06,3.86,0
20200411:1410,492.2,445,156,0,36.84,15.91,3.93,0
20200411:1510,339.37,291,132,0,26.72,15.72,4,0
20200411:1610,166.38,141,91,0,16.02,15.46,3.72,0
20200411:1710,18.13,28,22.39,0,5.18,14.98,3.1,0
20200411:1810,0,0,0,0,0,14.93,2.55,0
20200411:1910,0,0,0,0,0,14.96,2.07,0
20200411:2010,0,0,0,0,0,14.61,1.86,0
20200411:2110,0,0,0,0,0,14.17,2.07,0
20200411:2210,0,0,0,0,0,14.32,2.28,0
20200411:2310,0,0,0,0,0,14.22,2.28,0
20200412:0010,0,0,0,0,0,14.09,2.48,0
20200412:0110,0,0,0,0,0,13.62,2.41,0
20200412:0210,0,0,0,0,0,13.17,2.41,0
20200412:0310,0,0,0,0,0,12.74,2.34,0
20200412:0410,0,0,0,0,0,12.34,2.07,0
20200412:0510,35.85,29,42,0,6.59,12.14,1.72,0
20200412:0610,188.76,160,96,0,17.44,12.87,1.1,0
20200412:0710,360.3,329,124,0,28.11,14.39,0.9,0
20200412:0810,491.15,474.01,148,0,38.15,16.8,0.62,0
20200412:0910,590.08,584.01,168,0,46.82,17.59,1.1,0
20200412:1010,669.27,673.01,168,0,52.96,16,2.14,0
20200412:1110,660.88,588.01,237,0,55.07,16.3,2.83,0
20200412:1210,638.18,551.01,237,0,52.44,16.39,3.66,0
20200412:1310,616.39,616.01,138,0,45.95,16.38,4.21,0
20200412:1410,513.18,519.01,106,0,37.07,16.36,4.55,0
20200412:1510,351.94,333,106,0,26.93,16.31,4.34,0
20200412:1610,172.63,162,80,0,16.22,16.33,4.34,0
20200412:1710,19.19,29,23.18,0,5.38,16.37,4.28,0
20200412:1810,0,0,0,0,0,16.44,4.48,0
20200412:1910,0,0,0,0,0,16.38,4.41,0
20200412:2010,0,0,0,0,0,16.06,4.21,0
20200412:2110,0,0,0,0,0,15.71,4.07,0
20200412:2210,0,0,0,0,0,15.81,4.41,0
20200412:2310,0,0,0,0,0,16.28,4.48,0
20200413:0010,0,0,0,0,0,16.46,4.48,0
20200413:0110,0,0,0,0,0,16.4,4.62,0
20200413:0210,0,0,0,0,0,16.22,4.55,0
20200413:0310,0,0,0,0,0,15.9,4.28,0
20200413:0410,0,0,0,0,0,15.55,4.21,0
20200413:0510,24.77,4,42,0,6.89,15.22,3.79,0
20200413:0610,137.77,48,137,0,17.74,15.15,2.97,0
20200413:0710,313,201,191,0,28.42,15.36,1.72,0
20200413:0810,447.97,349,218,0,38.47,17.48,0.69,0
20200413:0910,531.37,412,265,0,47.17,18.49,1.1,0
20200413:1010,574.39,400,320,0,53.33,16.32,1.93,0
20200413:1110,580.8,370,350,0,55.43,16.21,3.03,0
20200413:1210,570.13,369,331,0,52.76,16.04,3.86,0
20200413:1310,462.77,223,342,0,46.22,15.9,4.21,0
20200413:1410,285.5,59,294,0,37.3,15.76,4.14,0
20200413:1510,314.03,227,164,0,27.14,15.73,4,0
20200413:1610,91.05,13,114,0,16.42,15.71,4.21,0
20200413:1710,17.25,5,31.75,0,5.58,15.66,3.93,0
20200413:1810,0,0,0,0,0,15.55,3.72,0
20200413:1910,0,0,0,0,0,15.52,2.83,0
20200413:2010,0,0,0,0,0,15.8,2.21,0
20200413:2110,0,0,0,0,0,15.71,2.83,0
20200413:2210,0,0,0,0,0,14.91,3.86,0
20200413:2310,0,0,0,0,0,14.68,5.38,0
20200414:0010,0,0,0,0,0,14.2,3.86,0
20200414:0110,0,0,0,0,0,13.87,2.55,0
20200414:0210,0,0,0,0,0,13.69,2.28,0
20200414:0310,0,0,0,0,0,13.59,0.48,0
20200414:0410,0,0,0,0,0,13.48,2,0
20200414:0510,0.5,0,7,0,7.19,13.32,3.45,0
20200414:0610,38.22,0,61,0,18.03,13.17,3.45,0
20200414:0710,67.18,0,96,0,28.72,12.92,3.17,0
20200414:0810,59.65,0,87,0,38.79,12.72,2.69,0
20200414:0910,48.05,0,73,0,47.51,12.68,2.62,0
20200414:1010,92.94,0,127,0,53.69,13.57,1.52,0
20200414:1110,232.66,2,288,0,55.79,13.21,2.28,0
20200414:1210,56.38,0,83,0,53.08,12.76,4,0
20200414:1310,60.25,0,87,0,46.49,11.4,6.9,0
20200414:1410,47.82,0,72,0,37.53,10.97,9.17,0
20200414:1510,46.13,0,70,0,27.35,11.11,9.52,0
20200414:1610,19.03,0,36,0,16.61,11.28,8.28,0
20200414:1710,19.38,5,34,0,5.78,11.43,6.62,0
20200414:1810,0,0,0,0,0,11.51,5.66,0
20200414:1910,0,0,0,0,0,11.67,5.17,0
20200414:2010,0,0,0,0,0,11.78,5.1,0
20200414:2110,0,0,0,0,0,11.74,4.97,0
20200414:2210,0,0,0,0,0,11.1,3.1,0
20200414:2310,0,0,0,0,0,11.01,2.48,0
20200415:0010,0,0,0,0,0,10.98,3.03,0
20200415:0110,0,0,0,0,0,10.91,4.34,0
20200415:0210,0,0,0,0,0,10.86,4.48,0
20200415:0310,0,0,0,0,0,10.78,4.21,0
20200415:0410,0,0,0,0,0,10.74,4,0
20200415:0510,49.3,57,40,0,7.48,10.72,3.59,0
20200415:0610,223.41,218,77,0,18.32,10.82,3.52,0
20200415:0710,407.58,396,98,0,29.02,10.92,3.31,0
20200415:0810,565.78,588.01,92,0,39.11,11.07,2.97,0
20200415:0910,676.85,732.01,90,0,47.85,11.27,2.76,0
20200415:1010,749.36,824.01,86,0,54.05,10.76,3.24,0
20200415:1110,768.36,852.01,86,0,56.15,10.92,3.1,0
20200415:1210,743.08,814.01,87,0,53.4,11.09,3.45,0
20200415:1310,668.3,714.01,90,0,46.75,11.22,3.52,0
20200415:1410,546.38,563.01,92,0,37.76,11.19,3.31,0
20200415:1510,383.51,380,88,0,27.55,11.12,3.24,0
20200415:1610,194.26,191,73,0,16.81,11.03,3.17,0
20200415:1710,30.55,35,33,0,5.98,10.92,3.24,0
20200415:1810,0,0,0,0,0,10.89,3.17,0
20200415:1910,0,0,0,0,0,10.95,2.97,0
20200415:2010,0,0,0,0,0,10.93,3.1,0
20200415:2110,0,0,0,0,0,10.88,3.31,0
20200415:2210,0,0,0,0,0,10.8,2.76,0
20200415:2310,0,0,0,0,0,10.77,2.14,0
20200416:0010,0,0,0,0,0,10.71,2,0
20200416:0110,0,0,0,0,0,10.51,2.21,0
20200416:0210,0,0,0,0,0,10.35,2.48,0
20200416:0310,0,0,0,0,0,10.23,3.17,0
20200416:0410,0,0,0,0,0,10.2,3.31,0
20200416:0510,51.91,54,44,0,7.77,10.2,3.17,0
20200416:0610,227.36,222,77,0,18.61,10.58,3.17,0
20200416:0710,406.55,385,108,0,29.31,11.16,3.24,0
20200416:0810,553.9,553.01,118,0,39.42,11.96,2.55,0
20200416:0910,642.68,663.01,138,0,48.19,12.77,1.31,0
20200416:1010,696.55,718.01,159,0,54.41,13.65,1.52,0
20200416:1110,699.63,662.01,211,0,56.5,13.94,2.28,0
20200416:1210,690.41,657.01,191,0,53.71,13.86,3.31,0
20200416:1310,641.74,622.01,152,0,47.02,13.51,4.48,0
20200416:1410,470.1,331,232,0,37.99,13.22,5.24,0
20200416:1510,334.47,234,174,0,27.76,13.22,5.59,0
20200416:1610,128.7,39,133,0,17.01,13.33,5.45,0
20200416:1710,24.98,8,40,0,6.18,13.34,5.45,0
20200416:1810,0,0,0,0,0,13.18,5.31,0
20200416:1910,0,0,0,0,0,13.04,5.1,0
20200416:2010,0,0,0,0,0,12.95,4.9,0
20200416:2110,0,0,0,0,0,12.86,4.34,0
20200416:2210,0,0,0,0,0,12.72,4.14,0
20200416:2310,0,0,0,0,0,12.69,3.79,0
20200417:0010,0,0,0,0,0,12.7,3.45,0
20200417:0110,0,0,0,0,0,12.72,3.24,0
20200417:0210,0,0,0,0,0,12.76,3.1,0
20200417:0310,0,0,0,0,0,12.59,2.97,0
20200417:0410,0,0,0,0,0,12.21,3.03,0
20200417:0510,54.09,53,47,0,8.06,11.81,3.24,0
20200417:0610,225.04,216,81,0,18.9,12,2.83,0
20200417:0710,400.49,394,100,0,29.61,13.29,2.07,0
20200417:0810,539.56,545.01,120,0,39.73,14.06,1.79,0
20200417:0910,642.97,666.01,131,0,48.52,14.65,2.28,0
20200417:1010,709.25,748.01,134,0,54.77,15.03,2.83,0
20200417:1110,703.68,678.01,196,0,56.86,14.89,2.97,0
20200417:1210,688.93,672.01,177,0,54.03,14.81,3.38,0
20200417:1310,617.96,578.01,175,0,47.28,14.72,3.79,0
20200417:1410,463.34,333,228,0,38.21,14.67,4.34,0
20200417:1510,294.74,156,208,0,27.96,14.74,4.62,0
20200417:1610,112.12,23,129,0,17.2,14.77,4.76,0
20200417:1710,12.93,0,28,0,6.37,14.73,4.34,0
20200417:1810,0,0,0,0,0,14.62,4.07,0
20200417:1910,0,0,0,0,0,14.57,3.93,0
20200417:2010,0,0,0,0,0,14.5,4.21,0
20200417:2110,0,0,0,0,0,14.36,4.41,0
20200417:2210,0,0,0,0,0,13.9,4.21,0
20200417:2310,0,0,0,0,0,13.8,4.34,0
20200418:0010,0,0,0,0,0,13.69,4.55,0
20200418:0110,0,0,0,0,0,13.59,4.07,0
20200418:0210,0,0,0,0,0,13.5,3.72,0
20200418:0310,0,0,0,0,0,13.3,3.17,0
20200418:0410,0,0,0,0,0,13.1,2.34,0
20200418:0510,25.82,2,44,0,8.34,12.98,2,0
20200418:0610,177.28,95,138,0,19.18,13.38,1.93,0
20200418:0710,286.58,129,228,0,29.89,14.2,1.52,0
20200418:0810,429,263,270,0,40.03,14.76,1.03,0
20200418:0910,567.76,473.01,239,0,48.85,15.26,1.24,0
20200418:1010,567.36,360,346,0,55.12,15.98,2.41,0
20200418:1110,635.66,517.01,279,0,57.2,15.94,2.28,0
20200418:1210,706.54,764.01,103,0,54.33,15.56,4.07,0
20200418:1310,640.55,677.01,99,0,47.54,15.35,4.76,0
20200418:1410,395.28,201,280,0,38.43,15.35,4.48,0
20200418:1510,352.63,310,125,0,28.16,15.33,4.69,0
20200418:1610,187.89,177,80,0,17.39,15.31,4.55,0
20200418:1710,31.52,22,41,0,6.57,15.32,4.34,0
20200418:1810,0,0,0,0,0,15.26,4.34,0
20200418:1910,0,0,0,0,0,15.23,4.07,0
20200418:2010,0,0,0,0,0,15.17,3.79,0
20200418:2110,0,0,0,0,0,15.12,3.59,0
20200418:2210,0,0,0,0,0,15.16,4.34,0
20200418:2310,0,0,0,0,0,15.03,4.21,0
20200419:0010,0,0,0,0,0,14.89,4.62,0
20200419:0110,0,0,0,0,0,14.79,4.28,0
20200419:0210,0,0,0,0,0,14.62,3.31,0
20200419:0310,0,0,0,0,0,14.4,2.97,0
20200419:0410,0,0,0,0,0,14.23,2.97,0
20200419:0510,52.18,30,59,0,8.62,14.14,2.97,0
20200419:0610,158.85,60,149,0,19.45,14.35,2.41,0
20200419:0710,266.44,96,238,0,30.18,15.47,1.79,0
20200419:0810,494.21,439,180,0,40.33,16.72,1.31,0
20200419:0910,593.94,535.01,206,0,49.18,15.79,1.93,0
20200419:1010,646.61,570.01,236,0,55.47,16.28,2.76,0
20200419:1110,637.78,490.01,297,0,57.55,16.17,3.79,0
20200419:1210,607.24,439,303,0,54.64,15.8,4.48,0
20200419:1310,393.25,108,371,0,47.79,15.5,5.1,0
20200419:1410,310.73,76,305,0,38.65,15.5,5.1,0
20200419:1510,182.23,23,209,0,28.36,15.58,4.48,0
20200419:1610,88.33,8,115,0,17.59,15.69,4.21,0
20200419:1710,6.91,0,19,0,6.77,15.7,4.28,0
20200419:1810,0,0,0,0,0,15.61,4.55,0
20200419:1910,0,0,0,0,0,15.45,4.48,0
20200419:2010,0,0,0,0,0,15.34,4.55,0
20200419:2110,0,0,0,0,0,15.28,4.55,0
20200419:2210,0,0,0,0,0,15.05,3.93,0
20200419:2310,0,0,0,0,0,14.93,3.93,0
20200420:0010,0,0,0,0,0,14.78,3.52,0
20200420:0110,0,0,0,0,0,14.68,2.83,0
20200420:0210,0,0,0,0,0,14.59,1.52,0
20200420:0310,0,0,0,0,0,14.46,3.52,0
20200420:0410,0,0,0,0,0,14.45,3.93,0
20200420:0510,3.41,0,13,0,8.89,14.45,3.72,0
20200420:0610,47.62,0,73,0,19.73,14.52,2.69,0
20200420:0710,41.86,0,66,0,30.46,14.57,1.17,0
20200420:0810,234.99,19,277,0,40.63,14.56,0.97,0
20200420:0910,243.05,8,297,0,49.5,14.53,1.52,0
20200420:1010,125.79,0,166,0,55.81,14.85,2.76,0
20200420:1110,107.08,0,144,0,57.89,14.84,2.97,0
20200420:1210,78.27,0,110,0,54.94,14.85,3.1,0
20200420:1310,60.69,0,89,0,48.05,14.85,2.83,0
20200420:1410,89.18,0,123,0,38.87,14.84,2.55,0
20200420:1510,41.11,0,65,0,28.56,14.66,2.62,0
20200420:1610,42.73,0,67,0,17.78,14.45,2,0
20200420:1710,8.24,0,21,0,6.96,14.31,1.38,0
20200420:1810,0,0,0,0,0,14.23,1.1,0
20200420:1910,0,0,0,0,0,14.11,2,0
20200420:2010,0,0,0,0,0,13.94,3.72,0
20200420:2110,0,0,0,0,0,13.71,5.72,0
20200420:2210,0,0,0,0,0,14.34,8.28,0
20200420:2310,0,0,0,0,0,13.78,8.62,0
20200421:0010,0,0,0,0,0,13.43,7.66,0
20200421:0110,0,0,0,0,0,13.3,6.55,0
20200421:0210,0,0,0,0,0,13.1,5.86,0
20200421:0310,0,0,0,0,0,12.83,5.45,0
20200421:0410,0,0,0,0,0,12.59,4.83,0
20200421:0510,2.38,0,11,0,9.16,12.46,4.34,0
20200421:0610,22.63,0,41,0,20,12.44,3.03,0
20200421:0710,41.56,0,65,0,30.73,12.44,2.48,0
20200421:0810,58.07,0,85,0,40.92,12.5,2.97,0
20200421:0910,80.11,0,111,0,49.81,12.57,4.14,0
20200421:1010,88.54,0,121,0,56.15,12.81,3.93,0
20200421:1110,77.48,0,108,0,58.23,12.79,4.28,0
20200421:1210,65.58,0,94,0,55.24,12.96,4.62,0
20200421:1310,97.02,0,131,0,48.3,13.15,4.41,0
20200421:1410,54.6,0,81,0,39.09,13.26,4.55,0
20200421:1510,30.26,0,51,0,28.75,13.35,4.55,0
20200421:1610,28.68,0,49,0,17.97,13.49,4.55,0
20200421:1710,13.71,0,29,0,7.16,13.66,4.9,0
20200421:1810,0,0,0,0,0,13.84,5.59,0
20200421:1910,0,0,0,0,0,14.07,6.07,0
20200421:2010,0,0,0,0,0,14.28,5.52,0
20200421:2110,0,0,0,0,0,14.39,4.9,0
20200421:2210,0,0,0,0,0,14.3,5.72,0
20200421:2310,0,0,0,0,0,14.4,4.34,0
20200422:0010,0,0,0,0,0,14.4,2.83,0
20200422:0110,0,0,0,0,0,14.3,2.28,0
20200422:0210,0,0,0,0,0,14.07,2.83,0
20200422:0310,0,0,0,0,0,13.94,2.48,0
20200422:0410,0,0,0,0,0,13.9,1.72,0
20200422:0510,2.87,0,12,0,9.43,13.92,1.17,0
20200422:0610,33.21,0,55,0,20.26,14.05,1.1,0
20200422:0710,64.04,0,93,0,31.01,14.32,1.38,0
20200422:0810,88.36,0,122,0,41.21,14.45,1.72,0
20200422:0910,102.82,0,139,0,50.13,14.54,2.21,0
20200422:1010,117.37,0,156,0,56.49,14.8,3.1,0
20200422:1110,98.6,0,134,0,58.57,14.93,3.38,0
20200422:1210,119.76,0,159,0,55.54,15.02,2.9,0
20200422:1310,422.8,152,371,0,48.55,15.11,1.93,0
20200422:1410,388,195,288,0,39.3,15.1,0.97,0
20200422:1510,326.41,234,174,0,28.95,15.09,1.59,0
20200422:1610,179.89,130,112,0,18.16,15.04,2.48,0
20200422:1710,42,36,45,0,7.35,14.87,2.76,0
20200422:1810,0,0,0,0,0,14.61,2.97,0
20200422:1910,0,0,0,0,0,14.42,3.17,0
20200422:2010,0,0,0,0,0,14.21,3.03,0
20200422:2110,0,0,0,0,0,13.78,2.69,0
20200422:2210,0,0,0,0,0,13.52,1.45,0
20200422:2310,0,0,0,0,0,13.29,1.93,0
